# T [K]		\Lambda[erg/s-cm^3]		n_e [per cm^3 per n_H]
5.8596e+07  2.0932e-23  1.1793e+00
5.8728e+07  2.0949e-23  1.1793e+00
5.8861e+07  2.0967e-23  1.1793e+00
5.8993e+07  2.0985e-23  1.1793e+00
5.9126e+07  2.1003e-23  1.1793e+00
5.9259e+07  2.1021e-23  1.1793e+00
5.9393e+07  2.1039e-23  1.1793e+00
5.9527e+07  2.1057e-23  1.1793e+00
5.9661e+07  2.1075e-23  1.1793e+00
5.9795e+07  2.1093e-23  1.1793e+00
5.9930e+07  2.1111e-23  1.1793e+00
6.0065e+07  2.1129e-23  1.1793e+00
6.0200e+07  2.1147e-23  1.1793e+00
6.0336e+07  2.1166e-23  1.1793e+00
6.0472e+07  2.1184e-23  1.1793e+00
6.0608e+07  2.1202e-23  1.1793e+00
6.0745e+07  2.1221e-23  1.1793e+00
6.0881e+07  2.1239e-23  1.1793e+00
6.1019e+07  2.1257e-23  1.1793e+00
6.1156e+07  2.1276e-23  1.1793e+00
6.1294e+07  2.1294e-23  1.1793e+00
6.1432e+07  2.1313e-23  1.1793e+00
6.1570e+07  2.1331e-23  1.1793e+00
6.1709e+07  2.1350e-23  1.1793e+00
6.1848e+07  2.1369e-23  1.1793e+00
6.1987e+07  2.1387e-23  1.1793e+00
6.2127e+07  2.1406e-23  1.1793e+00
6.2267e+07  2.1425e-23  1.1793e+00
6.2407e+07  2.1444e-23  1.1793e+00
6.2548e+07  2.1462e-23  1.1793e+00
6.2689e+07  2.1481e-23  1.1793e+00
6.2830e+07  2.1500e-23  1.1793e+00
6.2972e+07  2.1519e-23  1.1793e+00
6.3114e+07  2.1538e-23  1.1793e+00
6.3256e+07  2.1557e-23  1.1793e+00
6.3398e+07  2.1576e-23  1.1793e+00
6.3541e+07  2.1595e-23  1.1793e+00
6.3684e+07  2.1614e-23  1.1793e+00
6.3828e+07  2.1633e-23  1.1793e+00
6.3972e+07  2.1652e-23  1.1793e+00
6.4116e+07  2.1671e-23  1.1793e+00
6.4260e+07  2.1691e-23  1.1793e+00
6.4405e+07  2.1710e-23  1.1793e+00
6.4550e+07  2.1729e-23  1.1793e+00
6.4695e+07  2.1748e-23  1.1793e+00
6.4841e+07  2.1768e-23  1.1793e+00
6.4987e+07  2.1787e-23  1.1793e+00
6.5134e+07  2.1807e-23  1.1793e+00
6.5280e+07  2.1826e-23  1.1793e+00
6.5428e+07  2.1846e-23  1.1793e+00
6.5575e+07  2.1865e-23  1.1793e+00
6.5723e+07  2.1885e-23  1.1793e+00
6.5871e+07  2.1904e-23  1.1793e+00
6.6019e+07  2.1924e-23  1.1793e+00
6.6168e+07  2.1944e-23  1.1793e+00
6.6317e+07  2.1963e-23  1.1793e+00
6.6466e+07  2.1983e-23  1.1793e+00
6.6616e+07  2.2003e-23  1.1793e+00
6.6766e+07  2.2023e-23  1.1793e+00
6.6917e+07  2.2043e-23  1.1793e+00
6.7067e+07  2.2062e-23  1.1793e+00
6.7219e+07  2.2082e-23  1.1793e+00
6.7370e+07  2.2102e-23  1.1793e+00
6.7522e+07  2.2122e-23  1.1793e+00
6.7674e+07  2.2142e-23  1.1793e+00
6.7826e+07  2.2162e-23  1.1793e+00
6.7979e+07  2.2183e-23  1.1793e+00
6.8132e+07  2.2203e-23  1.1793e+00
6.8286e+07  2.2223e-23  1.1793e+00
6.8440e+07  2.2243e-23  1.1793e+00
6.8594e+07  2.2263e-23  1.1793e+00
6.8748e+07  2.2284e-23  1.1793e+00
6.8903e+07  2.2304e-23  1.1793e+00
6.9058e+07  2.2324e-23  1.1793e+00
6.9214e+07  2.2345e-23  1.1793e+00
6.9370e+07  2.2365e-23  1.1793e+00
6.9526e+07  2.2386e-23  1.1793e+00
6.9683e+07  2.2406e-23  1.1793e+00
6.9840e+07  2.2427e-23  1.1793e+00
6.9997e+07  2.2447e-23  1.1793e+00
7.0155e+07  2.2468e-23  1.1793e+00
7.0313e+07  2.2489e-23  1.1793e+00
7.0471e+07  2.2509e-23  1.1793e+00
7.0630e+07  2.2530e-23  1.1793e+00
7.0789e+07  2.2551e-23  1.1793e+00
7.0949e+07  2.2572e-23  1.1793e+00
7.1109e+07  2.2592e-23  1.1793e+00
7.1269e+07  2.2613e-23  1.1793e+00
7.1429e+07  2.2634e-23  1.1793e+00
7.1590e+07  2.2655e-23  1.1793e+00
7.1752e+07  2.2676e-23  1.1793e+00
7.1913e+07  2.2697e-23  1.1793e+00
7.2075e+07  2.2718e-23  1.1793e+00
7.2238e+07  2.2739e-23  1.1793e+00
7.2400e+07  2.2760e-23  1.1793e+00
7.2563e+07  2.2781e-23  1.1793e+00
7.2727e+07  2.2803e-23  1.1793e+00
7.2891e+07  2.2824e-23  1.1793e+00
7.3055e+07  2.2845e-23  1.1793e+00
7.3220e+07  2.2866e-23  1.1793e+00
7.3385e+07  2.2888e-23  1.1793e+00
7.3550e+07  2.2909e-23  1.1793e+00
7.3716e+07  2.2930e-23  1.1793e+00
7.3882e+07  2.2952e-23  1.1793e+00
7.4048e+07  2.2973e-23  1.1793e+00
7.4215e+07  2.2995e-23  1.1793e+00
7.4382e+07  2.3016e-23  1.1793e+00
7.4550e+07  2.3038e-23  1.1793e+00
7.4718e+07  2.3059e-23  1.1793e+00
7.4886e+07  2.3081e-23  1.1793e+00
7.5055e+07  2.3103e-23  1.1793e+00
7.5224e+07  2.3125e-23  1.1793e+00
7.5393e+07  2.3146e-23  1.1793e+00
7.5563e+07  2.3168e-23  1.1793e+00
7.5733e+07  2.3190e-23  1.1793e+00
7.5904e+07  2.3212e-23  1.1793e+00
7.6075e+07  2.3234e-23  1.1793e+00
7.6246e+07  2.3256e-23  1.1793e+00
7.6418e+07  2.3278e-23  1.1793e+00
7.6590e+07  2.3300e-23  1.1793e+00
7.6763e+07  2.3322e-23  1.1793e+00
7.6936e+07  2.3344e-23  1.1793e+00
7.7109e+07  2.3366e-23  1.1793e+00
7.7283e+07  2.3388e-23  1.1793e+00
7.7457e+07  2.3410e-23  1.1793e+00
7.7631e+07  2.3432e-23  1.1793e+00
7.7806e+07  2.3455e-23  1.1793e+00
7.7982e+07  2.3477e-23  1.1793e+00
7.8157e+07  2.3499e-23  1.1793e+00
7.8333e+07  2.3522e-23  1.1793e+00
7.8510e+07  2.3544e-23  1.1793e+00
7.8687e+07  2.3566e-23  1.1793e+00
7.8864e+07  2.3589e-23  1.1793e+00
7.9042e+07  2.3611e-23  1.1793e+00
7.9220e+07  2.3634e-23  1.1793e+00
7.9398e+07  2.3657e-23  1.1793e+00
7.9577e+07  2.3679e-23  1.1793e+00
7.9756e+07  2.3702e-23  1.1793e+00
7.9936e+07  2.3724e-23  1.1793e+00
8.0116e+07  2.3747e-23  1.1793e+00
8.0297e+07  2.3770e-23  1.1793e+00
8.0477e+07  2.3792e-23  1.1793e+00
8.0659e+07  2.3815e-23  1.1793e+00
8.0840e+07  2.3838e-23  1.1793e+00
8.1023e+07  2.3861e-23  1.1793e+00
8.1205e+07  2.3884e-23  1.1793e+00
8.1388e+07  2.3906e-23  1.1793e+00
8.1571e+07  2.3929e-23  1.1793e+00
8.1755e+07  2.3952e-23  1.1793e+00
8.1939e+07  2.3975e-23  1.1793e+00
8.2124e+07  2.3998e-23  1.1793e+00
8.2309e+07  2.4021e-23  1.1793e+00
8.2494e+07  2.4045e-23  1.1793e+00
8.2680e+07  2.4068e-23  1.1793e+00
8.2866e+07  2.4091e-23  1.1793e+00
8.3053e+07  2.4114e-23  1.1793e+00
8.3240e+07  2.4137e-23  1.1793e+00
8.3428e+07  2.4161e-23  1.1793e+00
8.3616e+07  2.4184e-23  1.1793e+00
8.3804e+07  2.4207e-23  1.1793e+00
8.3993e+07  2.4231e-23  1.1793e+00
8.4182e+07  2.4254e-23  1.1793e+00
8.4372e+07  2.4278e-23  1.1793e+00
8.4562e+07  2.4301e-23  1.1793e+00
8.4752e+07  2.4325e-23  1.1793e+00
8.4943e+07  2.4348e-23  1.1793e+00
8.5135e+07  2.4372e-23  1.1793e+00
8.5326e+07  2.4395e-23  1.1793e+00
8.5519e+07  2.4419e-23  1.1793e+00
8.5711e+07  2.4443e-23  1.1793e+00
8.5904e+07  2.4467e-23  1.1793e+00
8.6098e+07  2.4490e-23  1.1793e+00
8.6292e+07  2.4514e-23  1.1793e+00
8.6486e+07  2.4538e-23  1.1793e+00
8.6681e+07  2.4562e-23  1.1793e+00
8.6876e+07  2.4586e-23  1.1793e+00
8.7072e+07  2.4610e-23  1.1793e+00
8.7268e+07  2.4634e-23  1.1793e+00
8.7465e+07  2.4658e-23  1.1793e+00
8.7662e+07  2.4682e-23  1.1793e+00
8.7859e+07  2.4706e-23  1.1793e+00
8.8057e+07  2.4730e-23  1.1793e+00
8.8256e+07  2.4754e-23  1.1793e+00
8.8454e+07  2.4778e-23  1.1793e+00
8.8654e+07  2.4803e-23  1.1793e+00
8.8853e+07  2.4827e-23  1.1793e+00
8.9054e+07  2.4851e-23  1.1793e+00
8.9254e+07  2.4876e-23  1.1793e+00
8.9455e+07  2.4900e-23  1.1793e+00
8.9657e+07  2.4925e-23  1.1793e+00
8.9859e+07  2.4949e-23  1.1793e+00
9.0061e+07  2.4974e-23  1.1793e+00
9.0264e+07  2.4998e-23  1.1793e+00
9.0467e+07  2.5023e-23  1.1793e+00
9.0671e+07  2.5047e-23  1.1793e+00
9.0875e+07  2.5072e-23  1.1793e+00
9.1080e+07  2.5097e-23  1.1793e+00
9.1285e+07  2.5121e-23  1.1793e+00
9.1491e+07  2.5146e-23  1.1793e+00
9.1697e+07  2.5171e-23  1.1793e+00
9.1904e+07  2.5196e-23  1.1793e+00
9.2111e+07  2.5221e-23  1.1793e+00
9.2318e+07  2.5246e-23  1.1793e+00
9.2526e+07  2.5271e-23  1.1793e+00
9.2735e+07  2.5296e-23  1.1793e+00
9.2944e+07  2.5321e-23  1.1793e+00
9.3153e+07  2.5346e-23  1.1793e+00
9.3363e+07  2.5371e-23  1.1793e+00
9.3573e+07  2.5396e-23  1.1793e+00
9.3784e+07  2.5421e-23  1.1793e+00
9.3995e+07  2.5446e-23  1.1793e+00
9.4207e+07  2.5471e-23  1.1793e+00
9.4419e+07  2.5497e-23  1.1793e+00
9.4632e+07  2.5522e-23  1.1793e+00
9.4845e+07  2.5547e-23  1.1793e+00
9.5059e+07  2.5573e-23  1.1793e+00
9.5273e+07  2.5598e-23  1.1793e+00
9.5487e+07  2.5624e-23  1.1793e+00
9.5703e+07  2.5649e-23  1.1793e+00
9.5918e+07  2.5675e-23  1.1793e+00
9.6134e+07  2.5700e-23  1.1793e+00
9.6351e+07  2.5726e-23  1.1793e+00
9.6568e+07  2.5751e-23  1.1793e+00
9.6785e+07  2.5777e-23  1.1793e+00
9.7003e+07  2.5803e-23  1.1793e+00
9.7222e+07  2.5829e-23  1.1793e+00
9.7441e+07  2.5854e-23  1.1793e+00
9.7660e+07  2.5880e-23  1.1793e+00
9.7880e+07  2.5906e-23  1.1793e+00
9.8101e+07  2.5932e-23  1.1793e+00
9.8322e+07  2.5958e-23  1.1793e+00
9.8543e+07  2.5984e-23  1.1793e+00
9.8765e+07  2.6010e-23  1.1793e+00
9.8988e+07  2.6036e-23  1.1793e+00
9.9211e+07  2.6062e-23  1.1793e+00
9.9434e+07  2.6088e-23  1.1793e+00
9.9658e+07  2.6114e-23  1.1793e+00
9.9883e+07  2.6140e-23  1.1793e+00
1.0011e+08  2.6168e-23  1.1793e+00
1.0033e+08  2.6198e-23  1.1793e+00
1.0056e+08  2.6228e-23  1.1793e+00
1.0079e+08  2.6258e-23  1.1793e+00
1.0101e+08  2.6288e-23  1.1793e+00
1.0124e+08  2.6318e-23  1.1793e+00
1.0147e+08  2.6348e-23  1.1793e+00
1.0170e+08  2.6378e-23  1.1793e+00
1.0193e+08  2.6408e-23  1.1793e+00
1.0216e+08  2.6438e-23  1.1793e+00
1.0239e+08  2.6468e-23  1.1793e+00
1.0262e+08  2.6499e-23  1.1793e+00
1.0285e+08  2.6529e-23  1.1793e+00
1.0308e+08  2.6559e-23  1.1793e+00
1.0331e+08  2.6589e-23  1.1793e+00
1.0354e+08  2.6620e-23  1.1793e+00
1.0378e+08  2.6650e-23  1.1793e+00
1.0401e+08  2.6681e-23  1.1793e+00
1.0425e+08  2.6711e-23  1.1793e+00
1.0448e+08  2.6742e-23  1.1793e+00
1.0472e+08  2.6772e-23  1.1793e+00
1.0495e+08  2.6803e-23  1.1793e+00
1.0519e+08  2.6833e-23  1.1793e+00
1.0543e+08  2.6864e-23  1.1793e+00
1.0566e+08  2.6895e-23  1.1793e+00
1.0590e+08  2.6925e-23  1.1793e+00
1.0614e+08  2.6956e-23  1.1793e+00
1.0638e+08  2.6987e-23  1.1793e+00
1.0662e+08  2.7018e-23  1.1793e+00
1.0686e+08  2.7048e-23  1.1793e+00
1.0710e+08  2.7079e-23  1.1793e+00
1.0734e+08  2.7110e-23  1.1793e+00
1.0758e+08  2.7141e-23  1.1793e+00
1.0782e+08  2.7172e-23  1.1793e+00
1.0807e+08  2.7203e-23  1.1793e+00
1.0831e+08  2.7234e-23  1.1793e+00
1.0855e+08  2.7265e-23  1.1793e+00
1.0880e+08  2.7296e-23  1.1793e+00
1.0904e+08  2.7328e-23  1.1793e+00
1.0929e+08  2.7359e-23  1.1793e+00
1.0954e+08  2.7390e-23  1.1793e+00
1.0978e+08  2.7421e-23  1.1793e+00
1.1003e+08  2.7453e-23  1.1793e+00
1.1028e+08  2.7484e-23  1.1793e+00
1.1053e+08  2.7515e-23  1.1793e+00
1.1078e+08  2.7547e-23  1.1793e+00
1.1102e+08  2.7578e-23  1.1793e+00
1.1127e+08  2.7610e-23  1.1793e+00
1.1153e+08  2.7641e-23  1.1793e+00
1.1178e+08  2.7673e-23  1.1793e+00
1.1203e+08  2.7705e-23  1.1793e+00
1.1228e+08  2.7736e-23  1.1793e+00
1.1253e+08  2.7768e-23  1.1793e+00
1.1279e+08  2.7800e-23  1.1793e+00
1.1304e+08  2.7832e-23  1.1793e+00
1.1330e+08  2.7864e-23  1.1793e+00
1.1355e+08  2.7896e-23  1.1793e+00
1.1381e+08  2.7928e-23  1.1793e+00
1.1406e+08  2.7960e-23  1.1793e+00
1.1432e+08  2.7992e-23  1.1793e+00
1.1458e+08  2.8024e-23  1.1793e+00
1.1484e+08  2.8056e-23  1.1793e+00
1.1509e+08  2.8088e-23  1.1793e+00
1.1535e+08  2.8120e-23  1.1793e+00
1.1561e+08  2.8152e-23  1.1793e+00
1.1587e+08  2.8185e-23  1.1793e+00
1.1614e+08  2.8217e-23  1.1793e+00
1.1640e+08  2.8249e-23  1.1793e+00
1.1666e+08  2.8282e-23  1.1793e+00
1.1692e+08  2.8314e-23  1.1793e+00
1.1719e+08  2.8346e-23  1.1793e+00
1.1745e+08  2.8379e-23  1.1793e+00
1.1771e+08  2.8411e-23  1.1793e+00
1.1798e+08  2.8444e-23  1.1793e+00
1.1824e+08  2.8477e-23  1.1793e+00
1.1851e+08  2.8509e-23  1.1793e+00
1.1878e+08  2.8542e-23  1.1793e+00
1.1905e+08  2.8575e-23  1.1793e+00
1.1931e+08  2.8607e-23  1.1793e+00
1.1958e+08  2.8640e-23  1.1793e+00
1.1985e+08  2.8673e-23  1.1793e+00
1.2012e+08  2.8706e-23  1.1793e+00
1.2039e+08  2.8739e-23  1.1793e+00
1.2066e+08  2.8772e-23  1.1793e+00
1.2094e+08  2.8805e-23  1.1793e+00
1.2121e+08  2.8838e-23  1.1793e+00
1.2148e+08  2.8871e-23  1.1793e+00
1.2175e+08  2.8904e-23  1.1793e+00
1.2203e+08  2.8937e-23  1.1793e+00
1.2230e+08  2.8970e-23  1.1793e+00
1.2258e+08  2.9004e-23  1.1793e+00
1.2286e+08  2.9037e-23  1.1793e+00
1.2313e+08  2.9070e-23  1.1793e+00
1.2341e+08  2.9103e-23  1.1793e+00
1.2369e+08  2.9137e-23  1.1793e+00
1.2397e+08  2.9170e-23  1.1793e+00
1.2425e+08  2.9204e-23  1.1793e+00
1.2453e+08  2.9237e-23  1.1793e+00
1.2481e+08  2.9271e-23  1.1793e+00
1.2509e+08  2.9304e-23  1.1793e+00
1.2537e+08  2.9338e-23  1.1793e+00
1.2565e+08  2.9372e-23  1.1793e+00
1.2593e+08  2.9405e-23  1.1793e+00
1.2622e+08  2.9439e-23  1.1793e+00
1.2650e+08  2.9473e-23  1.1793e+00
1.2679e+08  2.9507e-23  1.1793e+00
1.2707e+08  2.9541e-23  1.1793e+00
1.2736e+08  2.9575e-23  1.1793e+00
1.2765e+08  2.9609e-23  1.1793e+00
1.2793e+08  2.9644e-23  1.1793e+00
1.2822e+08  2.9678e-23  1.1793e+00
1.2851e+08  2.9712e-23  1.1793e+00
1.2880e+08  2.9746e-23  1.1793e+00
1.2909e+08  2.9781e-23  1.1793e+00
1.2938e+08  2.9815e-23  1.1793e+00
1.2967e+08  2.9850e-23  1.1793e+00
1.2996e+08  2.9884e-23  1.1793e+00
1.3026e+08  2.9919e-23  1.1793e+00
1.3055e+08  2.9953e-23  1.1793e+00
1.3084e+08  2.9988e-23  1.1793e+00
1.3114e+08  3.0022e-23  1.1793e+00
1.3143e+08  3.0057e-23  1.1793e+00
1.3173e+08  3.0092e-23  1.1793e+00
1.3203e+08  3.0126e-23  1.1793e+00
1.3232e+08  3.0161e-23  1.1793e+00
1.3262e+08  3.0196e-23  1.1793e+00
1.3292e+08  3.0231e-23  1.1793e+00
1.3322e+08  3.0266e-23  1.1793e+00
1.3352e+08  3.0301e-23  1.1793e+00
1.3382e+08  3.0336e-23  1.1793e+00
1.3412e+08  3.0371e-23  1.1793e+00
1.3443e+08  3.0406e-23  1.1793e+00
1.3473e+08  3.0441e-23  1.1793e+00
1.3503e+08  3.0476e-23  1.1793e+00
1.3534e+08  3.0511e-23  1.1793e+00
1.3564e+08  3.0546e-23  1.1793e+00
1.3595e+08  3.0582e-23  1.1793e+00
1.3625e+08  3.0617e-23  1.1793e+00
1.3656e+08  3.0652e-23  1.1793e+00
1.3687e+08  3.0688e-23  1.1793e+00
1.3718e+08  3.0723e-23  1.1793e+00
1.3748e+08  3.0759e-23  1.1793e+00
1.3779e+08  3.0794e-23  1.1793e+00
1.3810e+08  3.0830e-23  1.1793e+00
1.3842e+08  3.0865e-23  1.1793e+00
1.3873e+08  3.0901e-23  1.1793e+00
1.3904e+08  3.0937e-23  1.1793e+00
1.3935e+08  3.0973e-23  1.1793e+00
1.3967e+08  3.1008e-23  1.1793e+00
1.3998e+08  3.1044e-23  1.1793e+00
1.4030e+08  3.1080e-23  1.1793e+00
1.4061e+08  3.1116e-23  1.1793e+00
1.4093e+08  3.1152e-23  1.1793e+00
1.4125e+08  3.1188e-23  1.1793e+00
1.4156e+08  3.1224e-23  1.1793e+00
1.4188e+08  3.1260e-23  1.1793e+00
1.4220e+08  3.1297e-23  1.1793e+00
1.4252e+08  3.1333e-23  1.1793e+00
1.4284e+08  3.1370e-23  1.1793e+00
1.4317e+08  3.1406e-23  1.1793e+00
1.4349e+08  3.1443e-23  1.1793e+00
1.4381e+08  3.1479e-23  1.1793e+00
1.4414e+08  3.1516e-23  1.1793e+00
1.4446e+08  3.1553e-23  1.1793e+00
1.4479e+08  3.1589e-23  1.1793e+00
1.4511e+08  3.1626e-23  1.1793e+00
1.4544e+08  3.1663e-23  1.1793e+00
1.4577e+08  3.1700e-23  1.1793e+00
1.4610e+08  3.1737e-23  1.1793e+00
1.4642e+08  3.1774e-23  1.1793e+00
1.4675e+08  3.1810e-23  1.1793e+00
1.4708e+08  3.1848e-23  1.1793e+00
1.4742e+08  3.1885e-23  1.1793e+00
1.4775e+08  3.1922e-23  1.1793e+00
1.4808e+08  3.1959e-23  1.1793e+00
1.4841e+08  3.1996e-23  1.1793e+00
1.4875e+08  3.2033e-23  1.1793e+00
1.4908e+08  3.2071e-23  1.1793e+00
1.4942e+08  3.2108e-23  1.1793e+00
1.4976e+08  3.2145e-23  1.1793e+00
1.5009e+08  3.2183e-23  1.1793e+00
1.5043e+08  3.2220e-23  1.1793e+00
1.5077e+08  3.2258e-23  1.1793e+00
1.5111e+08  3.2295e-23  1.1793e+00
1.5145e+08  3.2333e-23  1.1793e+00
1.5179e+08  3.2370e-23  1.1793e+00
1.5213e+08  3.2408e-23  1.1793e+00
1.5248e+08  3.2446e-23  1.1793e+00
1.5282e+08  3.2484e-23  1.1793e+00
1.5316e+08  3.2521e-23  1.1793e+00
1.5351e+08  3.2559e-23  1.1793e+00
1.5385e+08  3.2597e-23  1.1793e+00
1.5420e+08  3.2635e-23  1.1793e+00
1.5455e+08  3.2673e-23  1.1793e+00
1.5490e+08  3.2711e-23  1.1793e+00
1.5525e+08  3.2749e-23  1.1793e+00
1.5560e+08  3.2787e-23  1.1793e+00
1.5595e+08  3.2826e-23  1.1793e+00
1.5630e+08  3.2864e-23  1.1793e+00
1.5665e+08  3.2902e-23  1.1793e+00
1.5700e+08  3.2940e-23  1.1793e+00
1.5736e+08  3.2979e-23  1.1793e+00
1.5771e+08  3.3017e-23  1.1793e+00
1.5807e+08  3.3056e-23  1.1793e+00
1.5842e+08  3.3094e-23  1.1793e+00
1.5878e+08  3.3133e-23  1.1793e+00
1.5914e+08  3.3172e-23  1.1793e+00
1.5949e+08  3.3211e-23  1.1793e+00
1.5985e+08  3.3250e-23  1.1793e+00
1.6021e+08  3.3289e-23  1.1793e+00
1.6057e+08  3.3328e-23  1.1793e+00
1.6094e+08  3.3367e-23  1.1793e+00
1.6130e+08  3.3407e-23  1.1793e+00
1.6166e+08  3.3446e-23  1.1793e+00
1.6203e+08  3.3485e-23  1.1793e+00
1.6239e+08  3.3524e-23  1.1793e+00
1.6276e+08  3.3564e-23  1.1793e+00
1.6312e+08  3.3603e-23  1.1793e+00
1.6349e+08  3.3643e-23  1.1793e+00
1.6386e+08  3.3682e-23  1.1793e+00
1.6423e+08  3.3722e-23  1.1793e+00
1.6460e+08  3.3762e-23  1.1793e+00
1.6497e+08  3.3801e-23  1.1793e+00
1.6534e+08  3.3841e-23  1.1793e+00
1.6571e+08  3.3881e-23  1.1793e+00
1.6609e+08  3.3921e-23  1.1793e+00
1.6646e+08  3.3961e-23  1.1793e+00
1.6684e+08  3.4001e-23  1.1793e+00
1.6721e+08  3.4041e-23  1.1793e+00
1.6759e+08  3.4081e-23  1.1793e+00
1.6796e+08  3.4121e-23  1.1793e+00
1.6834e+08  3.4161e-23  1.1793e+00
1.6872e+08  3.4201e-23  1.1793e+00
1.6910e+08  3.4241e-23  1.1793e+00
1.6948e+08  3.4281e-23  1.1793e+00
1.6987e+08  3.4322e-23  1.1793e+00
1.7025e+08  3.4362e-23  1.1793e+00
1.7063e+08  3.4403e-23  1.1793e+00
1.7102e+08  3.4443e-23  1.1793e+00
1.7140e+08  3.4484e-23  1.1793e+00
1.7179e+08  3.4524e-23  1.1793e+00
1.7217e+08  3.4565e-23  1.1793e+00
1.7256e+08  3.4605e-23  1.1793e+00
1.7295e+08  3.4646e-23  1.1793e+00
1.7334e+08  3.4687e-23  1.1793e+00
1.7373e+08  3.4728e-23  1.1793e+00
1.7412e+08  3.4769e-23  1.1793e+00
1.7451e+08  3.4809e-23  1.1793e+00
1.7491e+08  3.4850e-23  1.1793e+00
1.7530e+08  3.4891e-23  1.1793e+00
1.7570e+08  3.4933e-23  1.1793e+00
1.7609e+08  3.4974e-23  1.1793e+00
1.7649e+08  3.5015e-23  1.1793e+00
1.7689e+08  3.5056e-23  1.1793e+00
1.7728e+08  3.5097e-23  1.1793e+00
1.7768e+08  3.5139e-23  1.1793e+00
1.7808e+08  3.5180e-23  1.1793e+00
1.7848e+08  3.5222e-23  1.1793e+00
1.7889e+08  3.5264e-23  1.1793e+00
1.7929e+08  3.5306e-23  1.1793e+00
1.7969e+08  3.5348e-23  1.1793e+00
1.8010e+08  3.5390e-23  1.1793e+00
1.8050e+08  3.5432e-23  1.1793e+00
1.8091e+08  3.5474e-23  1.1793e+00
1.8132e+08  3.5517e-23  1.1793e+00
1.8173e+08  3.5559e-23  1.1793e+00
1.8214e+08  3.5601e-23  1.1793e+00
1.8255e+08  3.5644e-23  1.1793e+00
1.8296e+08  3.5686e-23  1.1793e+00
1.8337e+08  3.5728e-23  1.1793e+00
1.8378e+08  3.5771e-23  1.1793e+00
1.8420e+08  3.5814e-23  1.1793e+00
1.8461e+08  3.5856e-23  1.1793e+00
1.8503e+08  3.5899e-23  1.1793e+00
1.8544e+08  3.5942e-23  1.1793e+00
1.8586e+08  3.5984e-23  1.1793e+00
1.8628e+08  3.6027e-23  1.1793e+00
1.8670e+08  3.6070e-23  1.1793e+00
1.8712e+08  3.6113e-23  1.1793e+00
1.8754e+08  3.6156e-23  1.1793e+00
1.8796e+08  3.6199e-23  1.1793e+00
1.8839e+08  3.6242e-23  1.1793e+00
1.8881e+08  3.6285e-23  1.1793e+00
1.8924e+08  3.6329e-23  1.1793e+00
1.8966e+08  3.6372e-23  1.1793e+00
1.9009e+08  3.6415e-23  1.1793e+00
1.9052e+08  3.6459e-23  1.1793e+00
1.9095e+08  3.6502e-23  1.1793e+00
1.9138e+08  3.6546e-23  1.1793e+00
1.9181e+08  3.6589e-23  1.1793e+00
1.9224e+08  3.6633e-23  1.1793e+00
1.9267e+08  3.6676e-23  1.1793e+00
1.9311e+08  3.6720e-23  1.1793e+00
1.9354e+08  3.6764e-23  1.1793e+00
1.9398e+08  3.6808e-23  1.1793e+00
1.9442e+08  3.6851e-23  1.1793e+00
1.9485e+08  3.6895e-23  1.1793e+00
1.9529e+08  3.6939e-23  1.1793e+00
1.9573e+08  3.6983e-23  1.1793e+00
1.9617e+08  3.7027e-23  1.1793e+00
1.9662e+08  3.7071e-23  1.1793e+00
1.9706e+08  3.7116e-23  1.1793e+00
1.9750e+08  3.7160e-23  1.1793e+00
1.9795e+08  3.7204e-23  1.1793e+00
1.9839e+08  3.7248e-23  1.1793e+00
1.9884e+08  3.7293e-23  1.1793e+00
1.9929e+08  3.7337e-23  1.1793e+00
1.9974e+08  3.7382e-23  1.1793e+00
2.0019e+08  3.7427e-23  1.1793e+00
2.0064e+08  3.7473e-23  1.1793e+00
2.0109e+08  3.7518e-23  1.1793e+00
2.0154e+08  3.7563e-23  1.1793e+00
2.0200e+08  3.7609e-23  1.1793e+00
2.0245e+08  3.7654e-23  1.1793e+00
2.0291e+08  3.7700e-23  1.1793e+00
2.0336e+08  3.7745e-23  1.1793e+00
2.0382e+08  3.7791e-23  1.1793e+00
2.0428e+08  3.7837e-23  1.1793e+00
2.0474e+08  3.7882e-23  1.1793e+00
2.0520e+08  3.7928e-23  1.1793e+00
2.0566e+08  3.7974e-23  1.1793e+00
2.0613e+08  3.8020e-23  1.1793e+00
2.0659e+08  3.8066e-23  1.1793e+00
2.0706e+08  3.8112e-23  1.1793e+00
2.0752e+08  3.8158e-23  1.1793e+00
2.0799e+08  3.8204e-23  1.1793e+00
2.0846e+08  3.8250e-23  1.1793e+00
2.0893e+08  3.8297e-23  1.1793e+00
2.0940e+08  3.8343e-23  1.1793e+00
2.0987e+08  3.8389e-23  1.1793e+00
2.1034e+08  3.8436e-23  1.1793e+00
2.1082e+08  3.8482e-23  1.1793e+00
2.1129e+08  3.8529e-23  1.1793e+00
2.1177e+08  3.8575e-23  1.1793e+00
2.1225e+08  3.8622e-23  1.1793e+00
2.1272e+08  3.8669e-23  1.1793e+00
2.1320e+08  3.8716e-23  1.1793e+00
2.1368e+08  3.8762e-23  1.1793e+00
2.1416e+08  3.8809e-23  1.1793e+00
2.1465e+08  3.8856e-23  1.1793e+00
2.1513e+08  3.8903e-23  1.1793e+00
2.1561e+08  3.8950e-23  1.1793e+00
2.1610e+08  3.8998e-23  1.1793e+00
